turn_id,pause_index,p_eot
hi__000,0,0.183243
hi__000,1,0.504285
hi__000,2,0.703648
hi__001,0,0.467081
hi__001,1,0.385294
hi__002,0,0.643828
hi__003,0,0.364607
hi__004,0,0.128292
hi__005,0,0.165436
hi__005,1,0.528624
hi__006,0,0.109279
hi__006,1,0.726621
hi__006,2,0.487790
hi__007,0,0.254467
hi__007,1,0.717578
hi__007,2,0.759120
hi__007,3,0.710568
hi__007,4,0.750640
hi__007,5,0.760999
hi__008,0,0.297627
hi__009,0,0.545003
hi__010,0,0.192434
hi__010,1,0.233511
hi__010,2,0.598295
hi__010,3,0.946335
hi__011,0,0.140008
hi__011,1,0.307391
hi__011,2,0.312930
hi__012,0,0.343323
hi__012,1,0.393298
hi__012,2,0.522712
hi__012,3,0.702453
hi__012,4,0.373213
hi__012,5,0.791571
hi__013,0,0.736637
hi__014,0,0.539545
hi__014,1,0.463025
hi__014,2,0.367741
hi__014,3,0.646964
hi__014,4,0.663522
hi__014,5,0.558991
hi__015,0,0.561334
hi__016,0,0.317172
hi__017,0,0.835522
hi__017,1,0.649955
hi__018,0,0.440248
hi__018,1,0.435745
hi__018,2,0.727443
hi__019,0,0.297265
hi__019,1,0.248180
hi__019,2,0.834044
hi__019,3,0.734991
hi__019,4,0.716305
hi__020,0,0.505945
hi__020,1,0.603025
hi__021,0,0.639956
hi__022,0,0.226672
hi__022,1,0.217495
hi__022,2,0.449464
hi__022,3,0.322901
hi__022,4,0.268097
hi__022,5,0.703648
hi__022,6,0.758128
hi__022,7,0.590671
hi__023,0,0.772970
hi__024,0,0.513882
hi__025,0,0.328054
hi__025,1,0.343102
hi__025,2,0.499701
hi__026,0,0.635364
hi__027,0,0.423059
hi__027,1,0.423340
hi__028,0,0.212938
hi__028,1,0.255151
hi__029,0,0.476648
hi__029,1,0.281986
hi__029,2,0.624116
hi__029,3,0.868347
hi__030,0,0.774277
hi__031,0,0.134198
hi__031,1,0.416328
hi__032,0,0.094653
hi__032,1,0.215624
hi__033,0,0.602575
hi__033,1,0.442332
hi__033,2,0.213662
hi__034,0,0.362477
hi__034,1,0.661998
hi__034,2,0.758161
hi__035,0,0.562013
hi__036,0,0.601163
hi__036,1,0.768261
hi__036,2,0.604525
hi__036,3,0.525393
hi__036,4,0.802996
hi__036,5,0.862496
hi__036,6,0.836052
hi__037,0,0.306627
hi__037,1,0.490087
hi__037,2,0.940972
hi__038,0,0.499448
hi__038,1,0.225134
hi__038,2,0.406695
hi__038,3,0.578311
hi__039,0,0.521696
hi__040,0,0.234930
hi__040,1,0.199911
hi__040,2,0.276661
hi__041,0,0.350011
hi__041,1,0.629203
hi__042,0,0.186030
hi__042,1,0.591937
hi__043,0,0.510272
hi__043,1,0.571481
hi__044,0,0.301878
hi__044,1,0.214822
hi__045,0,0.535674
hi__045,1,0.721029
hi__046,0,0.383703
hi__046,1,0.617184
hi__046,2,0.488535
hi__047,0,0.471047
hi__048,0,0.452820
hi__049,0,0.576885
hi__050,0,0.477589
hi__051,0,0.251026
hi__051,1,0.775316
hi__051,2,0.724743
hi__052,0,0.540548
hi__053,0,0.239032
hi__053,1,0.383576
hi__053,2,0.451887
hi__054,0,0.261973
hi__054,1,0.792663
hi__055,0,0.357592
hi__055,1,0.527415
hi__056,0,0.581034
hi__057,0,0.193481
hi__057,1,0.836458
hi__058,0,0.400660
hi__058,1,0.495166
hi__059,0,0.172633
hi__059,1,0.531367
hi__059,2,0.641706
hi__060,0,0.473497
hi__060,1,0.179548
hi__061,0,0.330761
hi__061,1,0.522638
hi__062,0,0.705080
hi__063,0,0.132076
hi__063,1,0.551366
hi__063,2,0.535331
hi__063,3,0.856948
hi__064,0,0.400524
hi__064,1,0.320512
hi__064,2,0.540913
hi__064,3,0.409624
hi__064,4,0.897722
hi__065,0,0.288509
hi__066,0,0.288425
hi__066,1,0.685915
hi__066,2,0.824683
hi__067,0,0.589028
hi__068,0,0.824126
hi__069,0,0.557023
hi__069,1,0.509612
hi__069,2,0.211481
hi__069,3,0.432977
hi__069,4,0.334120
hi__069,5,0.588760
hi__070,0,0.590365
hi__070,1,0.565576
hi__071,0,0.114885
hi__071,1,0.222465
hi__071,2,0.484914
hi__072,0,0.816286
hi__072,1,0.568144
hi__073,0,0.116647
hi__073,1,0.456665
hi__073,2,0.493445
hi__073,3,0.801925
hi__073,4,0.858181
hi__073,5,0.576463
hi__074,0,0.659467
hi__074,1,0.491195
hi__075,0,0.198794
hi__075,1,0.624205
hi__076,0,0.528253
hi__077,0,0.170222
hi__077,1,0.309214
hi__077,2,0.661274
hi__078,0,0.602793
hi__078,1,0.615426
hi__078,2,0.608256
hi__078,3,0.898177
hi__079,0,0.394387
hi__079,1,0.475226
hi__079,2,0.917572
hi__080,0,0.234815
hi__080,1,0.654559
hi__081,0,0.344003
hi__081,1,0.657604
hi__081,2,0.566024
hi__082,0,0.505885
hi__083,0,0.655561
hi__084,0,0.546006
hi__085,0,0.682022
hi__085,1,0.494002
hi__085,2,0.679793
hi__086,0,0.698036
hi__086,1,0.697685
hi__087,0,0.717963
hi__087,1,0.381634
hi__087,2,0.924560
hi__088,0,0.583788
hi__088,1,0.383082
hi__088,2,0.956449
hi__089,0,0.407654
hi__089,1,0.295759
hi__089,2,0.416262
hi__090,0,0.561843
hi__090,1,0.433497
hi__090,2,0.723945
hi__090,3,0.281966
hi__091,0,0.640461
hi__092,0,0.104679
hi__093,0,0.461772
hi__094,0,0.315235
hi__094,1,0.549916
hi__094,2,0.760969
hi__094,3,0.579788
hi__094,4,0.434136
hi__094,5,0.872506
hi__095,0,0.612696
hi__095,1,0.675002
hi__096,0,0.378660
hi__096,1,0.690377
hi__096,2,0.521311
hi__096,3,0.695742
hi__097,0,0.406981
hi__097,1,0.717608
hi__097,2,0.590518
hi__097,3,0.589490
hi__097,4,0.604889
hi__097,5,0.449341
hi__098,0,0.448092
hi__099,0,0.378167
hi__099,1,0.848675
