turn_id,pause_index,p_eot
hi__000,0,0.183243
hi__000,1,0.522962
hi__000,2,0.729709
hi__001,0,0.484381
hi__001,1,0.399564
hi__002,0,0.667673
hi__003,0,0.378111
hi__004,0,0.133044
hi__005,0,0.165436
hi__005,1,0.548203
hi__006,0,0.109279
hi__006,1,0.753533
hi__006,2,0.505856
hi__007,0,0.254467
hi__007,1,0.744155
hi__007,2,0.787236
hi__007,3,0.736885
hi__007,4,0.778442
hi__007,5,0.789185
hi__008,0,0.308650
hi__009,0,0.565189
hi__010,0,0.192434
hi__010,1,0.242160
hi__010,2,0.620454
hi__010,3,0.981384
hi__011,0,0.145194
hi__011,1,0.318775
hi__011,2,0.324520
hi__012,0,0.356039
hi__012,1,0.407864
hi__012,2,0.542071
hi__012,3,0.728469
hi__012,4,0.387035
hi__012,5,0.820888
hi__013,0,0.763920
hi__014,0,0.559528
hi__014,1,0.480174
hi__014,2,0.381361
hi__014,3,0.670926
hi__014,4,0.688097
hi__014,5,0.579695
hi__015,0,0.582124
hi__016,0,0.328919
hi__017,0,0.866467
hi__017,1,0.674028
hi__018,0,0.456554
hi__018,1,0.451884
hi__018,2,0.754385
hi__019,0,0.308275
hi__019,1,0.257371
hi__019,2,0.864935
hi__019,3,0.762212
hi__019,4,0.742835
hi__020,0,0.524684
hi__020,1,0.625359
hi__021,0,0.663658
hi__022,0,0.235067
hi__022,1,0.225550
hi__022,2,0.466111
hi__022,3,0.334860
hi__022,4,0.278027
hi__022,5,0.729709
hi__022,6,0.786207
hi__022,7,0.612547
hi__023,0,0.801598
hi__024,0,0.532915
hi__025,0,0.340204
hi__025,1,0.355810
hi__025,2,0.518209
hi__026,0,0.658896
hi__027,0,0.423059
hi__027,1,0.439019
hi__028,0,0.220825
hi__028,1,0.264601
hi__029,0,0.494302
hi__029,1,0.292430
hi__029,2,0.647232
hi__029,3,0.900508
hi__030,0,0.802954
hi__031,0,0.139169
hi__031,1,0.431748
hi__032,0,0.094653
hi__032,1,0.223610
hi__033,0,0.624893
hi__033,1,0.458715
hi__033,2,0.221575
hi__034,0,0.362477
hi__034,1,0.686517
hi__034,2,0.786241
hi__035,0,0.582828
hi__036,0,0.623429
hi__036,1,0.796715
hi__036,2,0.626915
hi__036,3,0.544852
hi__036,4,0.832737
hi__036,5,0.894440
hi__036,6,0.867017
hi__037,0,0.306627
hi__037,1,0.508239
hi__037,2,0.975823
hi__038,0,0.517946
hi__038,1,0.233472
hi__038,2,0.421758
hi__038,3,0.599730
hi__039,0,0.541018
hi__040,0,0.243631
hi__040,1,0.207315
hi__040,2,0.286908
hi__041,0,0.362974
hi__041,1,0.652507
hi__042,0,0.186030
hi__042,1,0.613860
hi__043,0,0.529171
hi__043,1,0.592647
hi__044,0,0.313059
hi__044,1,0.222779
hi__045,0,0.555514
hi__045,1,0.747734
hi__046,0,0.383703
hi__046,1,0.640043
hi__046,2,0.506629
hi__047,0,0.471047
hi__048,0,0.469591
hi__049,0,0.598251
hi__050,0,0.495277
hi__051,0,0.260324
hi__051,1,0.804031
hi__051,2,0.751586
hi__052,0,0.560569
hi__053,0,0.247885
hi__053,1,0.397782
hi__053,2,0.468624
hi__054,0,0.271676
hi__054,1,0.822021
hi__055,0,0.370837
hi__055,1,0.546949
hi__056,0,0.602553
hi__057,0,0.193481
hi__057,1,0.867437
hi__058,0,0.415499
hi__058,1,0.513506
hi__059,0,0.172633
hi__059,1,0.551047
hi__059,2,0.665473
hi__060,0,0.491034
hi__060,1,0.186198
hi__061,0,0.343012
hi__061,1,0.541995
hi__062,0,0.731194
hi__063,0,0.132076
hi__063,1,0.571787
hi__063,2,0.555158
hi__063,3,0.888687
hi__064,0,0.415358
hi__064,1,0.332383
hi__064,2,0.560947
hi__064,3,0.424795
hi__064,4,0.930971
hi__065,0,0.299194
hi__066,0,0.288425
hi__066,1,0.711319
hi__066,2,0.855227
hi__067,0,0.610843
hi__068,0,0.854649
hi__069,0,0.577653
hi__069,1,0.528486
hi__069,2,0.219313
hi__069,3,0.449014
hi__069,4,0.346494
hi__069,5,0.610566
hi__070,0,0.612230
hi__070,1,0.586523
hi__071,0,0.119140
hi__071,1,0.230705
hi__071,2,0.502874
hi__072,0,0.846519
hi__072,1,0.589186
hi__073,0,0.116647
hi__073,1,0.473579
hi__073,2,0.511721
hi__073,3,0.831626
hi__073,4,0.889965
hi__073,5,0.597813
hi__074,0,0.683892
hi__074,1,0.509387
hi__075,0,0.198794
hi__075,1,0.647324
hi__076,0,0.547818
hi__077,0,0.170222
hi__077,1,0.320666
hi__077,2,0.685766
hi__078,0,0.625119
hi__078,1,0.638220
hi__078,2,0.630784
hi__078,3,0.931443
hi__079,0,0.408994
hi__079,1,0.492827
hi__079,2,0.951557
hi__080,0,0.243512
hi__080,1,0.678802
hi__081,0,0.356744
hi__081,1,0.681960
hi__081,2,0.586988
hi__082,0,0.524621
hi__083,0,0.679841
hi__084,0,0.546006
hi__085,0,0.707282
hi__085,1,0.512299
hi__085,2,0.704970
hi__086,0,0.723889
hi__086,1,0.723525
hi__087,0,0.744554
hi__087,1,0.395769
hi__087,2,0.958803
hi__088,0,0.605410
hi__088,1,0.397270
hi__088,2,0.991873
hi__089,0,0.422752
hi__089,1,0.306713
hi__089,2,0.431679
hi__090,0,0.582652
hi__090,1,0.449553
hi__090,2,0.750758
hi__090,3,0.292410
hi__091,0,0.664182
hi__092,0,0.104679
hi__093,0,0.478875
hi__094,0,0.315235
hi__094,1,0.570283
hi__094,2,0.789153
hi__094,3,0.601261
hi__094,4,0.450215
hi__094,5,0.904821
hi__095,0,0.635389
hi__095,1,0.700002
hi__096,0,0.392685
hi__096,1,0.715946
hi__096,2,0.540618
hi__096,3,0.721510
hi__097,0,0.422055
hi__097,1,0.744186
hi__097,2,0.612389
hi__097,3,0.611323
hi__097,4,0.627292
hi__097,5,0.465983
hi__098,0,0.464688
hi__099,0,0.392174
hi__099,1,0.880107
