turn_id,pause_index,p_eot
hi__000,0,0.206261
hi__000,1,0.379368
hi__000,2,0.706606
hi__001,0,0.318559
hi__001,1,0.447385
hi__002,0,0.671808
hi__003,0,0.603764
hi__004,0,0.654417
hi__005,0,0.111739
hi__005,1,0.867933
hi__006,0,0.192280
hi__006,1,0.808916
hi__006,2,0.511090
hi__007,0,0.365808
hi__007,1,0.564410
hi__007,2,0.728335
hi__007,3,0.645764
hi__007,4,0.604260
hi__007,5,0.783093
hi__008,0,0.369311
hi__009,0,0.643780
hi__010,0,0.147979
hi__010,1,0.201251
hi__010,2,0.465460
hi__010,3,0.920503
hi__011,0,0.170927
hi__011,1,0.328811
hi__011,2,0.476675
hi__012,0,0.357030
hi__012,1,0.427484
hi__012,2,0.427483
hi__012,3,0.600401
hi__012,4,0.605169
hi__012,5,0.715604
hi__013,0,0.708425
hi__014,0,0.432532
hi__014,1,0.384445
hi__014,2,0.412839
hi__014,3,0.661805
hi__014,4,0.454533
hi__014,5,0.566471
hi__015,0,0.630693
hi__016,0,0.441368
hi__017,0,0.514446
hi__017,1,0.772369
hi__018,0,0.385071
hi__018,1,0.497611
hi__018,2,0.751522
hi__019,0,0.183650
hi__019,1,0.341834
hi__019,2,0.817995
hi__019,3,0.638075
hi__019,4,0.717557
hi__020,0,0.630372
hi__020,1,0.682031
hi__021,0,0.697442
hi__022,0,0.229923
hi__022,1,0.188874
hi__022,2,0.545489
hi__022,3,0.249196
hi__022,4,0.340865
hi__022,5,0.551503
hi__022,6,0.623699
hi__022,7,0.784289
hi__023,0,0.735049
hi__024,0,0.698334
hi__025,0,0.429806
hi__025,1,0.368883
hi__025,2,0.600003
hi__026,0,0.806535
hi__027,0,0.238772
hi__027,1,0.498760
hi__028,0,0.342108
hi__028,1,0.435815
hi__029,0,0.499639
hi__029,1,0.283207
hi__029,2,0.607792
hi__029,3,0.803338
hi__030,0,0.805721
hi__031,0,0.126927
hi__031,1,0.491129
hi__032,0,0.274440
hi__032,1,0.465082
hi__033,0,0.488955
hi__033,1,0.395597
hi__033,2,0.605034
hi__034,0,0.355521
hi__034,1,0.567549
hi__034,2,0.882625
hi__035,0,0.726162
hi__036,0,0.424175
hi__036,1,0.618857
hi__036,2,0.512597
hi__036,3,0.319536
hi__036,4,0.590650
hi__036,5,0.452918
hi__036,6,0.735861
hi__037,0,0.332185
hi__037,1,0.435547
hi__037,2,0.964974
hi__038,0,0.454114
hi__038,1,0.359311
hi__038,2,0.463031
hi__038,3,0.707994
hi__039,0,0.609342
hi__040,0,0.369240
hi__040,1,0.251595
hi__040,2,0.527549
hi__041,0,0.527121
hi__041,1,0.806248
hi__042,0,0.223988
hi__042,1,0.779163
hi__043,0,0.478476
hi__043,1,0.661905
hi__044,0,0.354251
hi__044,1,0.320113
hi__045,0,0.457429
hi__045,1,0.807568
hi__046,0,0.304672
hi__046,1,0.280291
hi__046,2,0.661281
hi__047,0,0.522719
hi__048,0,0.526832
hi__049,0,0.745969
hi__050,0,0.636708
hi__051,0,0.359378
hi__051,1,0.863774
hi__051,2,0.955056
hi__052,0,0.629842
hi__053,0,0.241218
hi__053,1,0.301989
hi__053,2,0.503032
hi__054,0,0.358808
hi__054,1,0.867811
hi__055,0,0.236098
hi__055,1,0.547918
hi__056,0,0.702932
hi__057,0,0.176080
hi__057,1,0.804916
hi__058,0,0.480820
hi__058,1,0.666404
hi__059,0,0.197461
hi__059,1,0.410399
hi__059,2,0.567914
hi__060,0,0.451039
hi__060,1,0.543436
hi__061,0,0.323339
hi__061,1,0.576931
hi__062,0,0.692088
hi__063,0,0.095060
hi__063,1,0.375349
hi__063,2,0.467892
hi__063,3,0.853181
hi__064,0,0.493993
hi__064,1,0.431736
hi__064,2,0.578030
hi__064,3,0.592643
hi__064,4,0.931936
hi__065,0,0.467867
hi__066,0,0.104278
hi__066,1,0.478118
hi__066,2,0.727990
hi__067,0,0.649514
hi__068,0,0.863755
hi__069,0,0.573214
hi__069,1,0.540444
hi__069,2,0.355769
hi__069,3,0.620740
hi__069,4,0.452646
hi__069,5,0.670749
hi__070,0,0.547435
hi__070,1,0.581487
hi__071,0,0.141717
hi__071,1,0.291186
hi__071,2,0.693574
hi__072,0,0.691885
hi__072,1,0.680332
hi__073,0,0.216210
hi__073,1,0.536185
hi__073,2,0.510804
hi__073,3,0.744491
hi__073,4,0.605714
hi__073,5,0.689223
hi__074,0,0.430098
hi__074,1,0.444720
hi__075,0,0.221207
hi__075,1,0.655699
hi__076,0,0.702463
hi__077,0,0.274875
hi__077,1,0.397730
hi__077,2,0.780230
hi__078,0,0.528147
hi__078,1,0.572509
hi__078,2,0.723198
hi__078,3,1.000000
hi__079,0,0.220989
hi__079,1,0.332269
hi__079,2,0.949234
hi__080,0,0.211319
hi__080,1,0.631500
hi__081,0,0.339815
hi__081,1,0.706293
hi__081,2,0.713915
hi__082,0,0.675825
hi__083,0,0.715042
hi__084,0,0.555840
hi__085,0,0.623453
hi__085,1,0.562754
hi__085,2,0.752168
hi__086,0,0.567663
hi__086,1,0.763544
hi__087,0,0.572067
hi__087,1,0.464244
hi__087,2,0.882797
hi__088,0,0.340857
hi__088,1,0.314185
hi__088,2,0.935766
hi__089,0,0.512946
hi__089,1,0.542864
hi__089,2,0.592436
hi__090,0,0.615378
hi__090,1,0.389180
hi__090,2,0.587168
hi__090,3,0.461979
hi__091,0,0.775610
hi__092,0,0.596890
hi__093,0,0.559038
hi__094,0,0.286064
hi__094,1,0.469272
hi__094,2,0.663308
hi__094,3,0.598917
hi__094,4,0.541394
hi__094,5,0.841049
hi__095,0,0.572190
hi__095,1,0.730555
hi__096,0,0.418322
hi__096,1,0.414554
hi__096,2,0.381785
hi__096,3,0.483722
hi__097,0,0.525622
hi__097,1,0.587667
hi__097,2,0.488772
hi__097,3,0.577067
hi__097,4,0.495622
hi__097,5,0.548454
hi__098,0,0.463996
hi__099,0,0.307257
hi__099,1,0.612174
