turn_id,pause_index,p_eot
hi__000,0,0.206261
hi__000,1,0.365819
hi__000,2,0.681370
hi__001,0,0.307181
hi__001,1,0.431407
hi__002,0,0.647815
hi__003,0,0.582201
hi__004,0,0.631045
hi__005,0,0.111739
hi__005,1,0.836935
hi__006,0,0.192280
hi__006,1,0.780026
hi__006,2,0.492836
hi__007,0,0.365808
hi__007,1,0.544253
hi__007,2,0.702323
hi__007,3,0.622701
hi__007,4,0.582679
hi__007,5,0.755125
hi__008,0,0.356121
hi__009,0,0.620788
hi__010,0,0.147979
hi__010,1,0.194064
hi__010,2,0.448837
hi__010,3,0.887628
hi__011,0,0.164822
hi__011,1,0.317068
hi__011,2,0.459651
hi__012,0,0.344279
hi__012,1,0.412217
hi__012,2,0.412216
hi__012,3,0.578958
hi__012,4,0.583556
hi__012,5,0.690046
hi__013,0,0.683124
hi__014,0,0.417085
hi__014,1,0.370715
hi__014,2,0.398095
hi__014,3,0.638169
hi__014,4,0.438300
hi__014,5,0.546240
hi__015,0,0.608169
hi__016,0,0.425605
hi__017,0,0.496073
hi__017,1,0.744784
hi__018,0,0.371318
hi__018,1,0.479839
hi__018,2,0.724682
hi__019,0,0.177091
hi__019,1,0.329626
hi__019,2,0.788781
hi__019,3,0.615287
hi__019,4,0.691930
hi__020,0,0.607859
hi__020,1,0.657673
hi__021,0,0.672533
hi__022,0,0.221711
hi__022,1,0.182129
hi__022,2,0.526007
hi__022,3,0.240296
hi__022,4,0.328691
hi__022,5,0.531807
hi__022,6,0.601424
hi__022,7,0.756279
hi__023,0,0.708797
hi__024,0,0.673393
hi__025,0,0.414455
hi__025,1,0.355709
hi__025,2,0.578575
hi__026,0,0.777730
hi__027,0,0.238772
hi__027,1,0.480947
hi__028,0,0.329890
hi__028,1,0.420250
hi__029,0,0.481795
hi__029,1,0.273093
hi__029,2,0.586085
hi__029,3,0.774647
hi__030,0,0.776945
hi__031,0,0.122393
hi__031,1,0.473589
hi__032,0,0.274440
hi__032,1,0.448472
hi__033,0,0.471492
hi__033,1,0.381468
hi__033,2,0.583426
hi__034,0,0.355521
hi__034,1,0.547279
hi__034,2,0.851103
hi__035,0,0.700227
hi__036,0,0.409026
hi__036,1,0.596755
hi__036,2,0.494290
hi__036,3,0.308124
hi__036,4,0.569555
hi__036,5,0.436742
hi__036,6,0.709581
hi__037,0,0.332185
hi__037,1,0.419992
hi__037,2,0.930510
hi__038,0,0.437896
hi__038,1,0.346479
hi__038,2,0.446494
hi__038,3,0.682709
hi__039,0,0.587580
hi__040,0,0.356053
hi__040,1,0.242610
hi__040,2,0.508708
hi__041,0,0.508295
hi__041,1,0.777453
hi__042,0,0.223988
hi__042,1,0.751335
hi__043,0,0.461388
hi__043,1,0.638266
hi__044,0,0.341599
hi__044,1,0.308681
hi__045,0,0.441092
hi__045,1,0.778726
hi__046,0,0.304672
hi__046,1,0.270281
hi__046,2,0.637664
hi__047,0,0.522719
hi__048,0,0.508016
hi__049,0,0.719327
hi__050,0,0.613968
hi__051,0,0.346543
hi__051,1,0.832925
hi__051,2,0.920947
hi__052,0,0.607348
hi__053,0,0.232604
hi__053,1,0.291204
hi__053,2,0.485067
hi__054,0,0.345993
hi__054,1,0.836818
hi__055,0,0.227666
hi__055,1,0.528350
hi__056,0,0.677828
hi__057,0,0.176080
hi__057,1,0.776169
hi__058,0,0.463648
hi__058,1,0.642604
hi__059,0,0.197461
hi__059,1,0.395742
hi__059,2,0.547631
hi__060,0,0.434931
hi__060,1,0.524028
